schedule_period_name,schedule_period_start_date,schedule_period_end_date,stop_number,route_number,route_name,day_type,time_period,average_boardings,average_alightings,location
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,24,Ness Express,Weekday,Mid-Day,41.1,0.3,POINT (-97.1388667306942 49.8961855953002)
Winter 2017,12/17/2017 12:00:00 AM,04/07/2018 12:00:00 AM,10637,24,Ness Express,Saturday,Afternoon,26.8,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2017,12/17/2017 12:00:00 AM,04/07/2018 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Morning,8.6,29.2,POINT (-97.1388667306942 49.8961855953002)
Spring 2018,04/08/2018 12:00:00 AM,06/16/2018 12:00:00 AM,10637,2,Downtown Spirit,Weekday,PM Peak,0.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,24,Ness Express,Saturday,Morning,9.3,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,21,Portage Express,Weekday,PM Peak,39.1,0.3,POINT (-97.1388667306942 49.8961855953002)
Fall 2018,09/02/2018 12:00:00 AM,12/15/2018 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Evening,11.4,6.3,POINT (-97.1388667306942 49.8961855953002)
Fall 2018,09/02/2018 12:00:00 AM,12/15/2018 12:00:00 AM,10637,40,All Seasons Express,Weekday,Morning,2.0,64.1,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Morning,12.8,2.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,41,Henderson Express,Weekday,Morning,2.8,57.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Night,8.1,1.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,21,Portage Express,Saturday,Morning,15.5,1.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,21,Portage Express,Saturday,Morning,26.5,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,2,Downtown Spirit,Saturday,Afternoon,0.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2020 Special,05/03/2020 12:00:00 AM,08/01/2020 12:00:00 AM,10637,24,Ness Express,Weekday,PM Peak,7.2,0.3,POINT (-97.1388667306942 49.8961855953002)
Spring 2020 Special,05/03/2020 12:00:00 AM,08/01/2020 12:00:00 AM,10637,22,Assiniboia Express,Weekday,Morning,6.9,0.3,POINT (-97.1388667306942 49.8961855953002)
Summer 2021,06/20/2021 12:00:00 AM,09/04/2021 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,PM Peak,5.9,15.6,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Night,6.5,7.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,41,Henderson Express,Weekday,Mid-Day,0.5,1.2,POINT (-97.1388667306942 49.8961855953002)
Winter 2017,12/17/2017 12:00:00 AM,04/07/2018 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Night,5.3,1.9,POINT (-97.1388667306942 49.8961855953002)
Winter 2017,12/17/2017 12:00:00 AM,04/07/2018 12:00:00 AM,10637,21,Portage Express,Weekday,PM Peak,43.8,0.7,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Evening,3.3,5.7,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,24,Ness Express,Saturday,Morning,3.3,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,24,Ness Express,Saturday,Afternoon,15.2,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,24,Ness Express,Weekday,Morning,27.1,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,24,Ness Express,Saturday,Morning,10.5,1.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2019,06/16/2019 12:00:00 AM,08/31/2019 12:00:00 AM,10637,21,Portage Express,Saturday,Afternoon,44.3,0.5,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Evening,5.8,6.2,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,40,All Seasons Express,Weekday,Morning,0.3,16.9,POINT (-97.1388667306942 49.8961855953002)
Winter 2020,12/13/2020 12:00:00 AM,04/17/2021 12:00:00 AM,10637,24,Ness Express,Saturday,Afternoon,9.8,0.3,POINT (-97.1388667306942 49.8961855953002)
Fall 2020,09/06/2020 12:00:00 AM,12/12/2020 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,PM Peak,10.2,7.8,POINT (-97.1388667306942 49.8961855953002)
Fall 2020,09/06/2020 12:00:00 AM,12/12/2020 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Morning,2.2,9.5,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Evening,17.0,3.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2021,12/12/2021 12:00:00 AM,04/16/2022 12:00:00 AM,10637,24,Ness Express,Saturday,Afternoon,17.7,0.3,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Afternoon,2.0,7.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Afternoon,29.3,23.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,22,Assiniboia Express,Weekday,Morning,14.3,0.2,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Evening,10.1,1.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,2,Downtown Spirit,Saturday,Afternoon,2.0,2.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,22,Assiniboia Express,Weekday,PM Peak,94.1,0.6,POINT (-97.1388667306942 49.8961855953002)
Summer 2019,06/16/2019 12:00:00 AM,08/31/2019 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Morning,2.5,2.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2019,06/16/2019 12:00:00 AM,08/31/2019 12:00:00 AM,10637,28,Brookside Express,Weekday,Morning,25.0,0.3,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,41,Henderson Express,Weekday,Morning,3.3,81.8,POINT (-97.1388667306942 49.8961855953002)
Winter 2019,12/15/2019 12:00:00 AM,04/11/2020 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,PM Peak,14.9,20.1,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Morning,6.0,2.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2020 Special,05/03/2020 12:00:00 AM,08/01/2020 12:00:00 AM,10637,40,All Seasons Express,Weekday,Morning,0.4,8.7,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Afternoon,4.8,9.7,POINT (-97.1388667306942 49.8961855953002)
Winter 2020,12/13/2020 12:00:00 AM,04/17/2021 12:00:00 AM,10637,21,Portage Express,Saturday,Afternoon,23.5,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2020,09/06/2020 12:00:00 AM,12/12/2020 12:00:00 AM,10637,24,Ness Express,Saturday,Afternoon,12.7,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2020,09/06/2020 12:00:00 AM,12/12/2020 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Night,3.6,0.3,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Afternoon,42.8,10.2,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Night,10.5,2.8,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,40,All Seasons Express,Weekday,Morning,2.2,36.1,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,22,Assiniboia Express,Weekday,Morning,17.6,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,25,Ness Super Express,Weekday,PM Peak,32.3,0.1,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Afternoon,30.5,24.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2019,12/15/2019 12:00:00 AM,04/11/2020 12:00:00 AM,10637,22,Assiniboia Express,Weekday,PM Peak,86.1,0.6,POINT (-97.1388667306942 49.8961855953002)
Spring 2020 Special,05/03/2020 12:00:00 AM,08/01/2020 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Evening,2.0,0.5,POINT (-97.1388667306942 49.8961855953002)
Spring 2020 Special,05/03/2020 12:00:00 AM,08/01/2020 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,PM Peak,3.2,5.1,POINT (-97.1388667306942 49.8961855953002)
Spring 2020 Special,05/03/2020 12:00:00 AM,08/01/2020 12:00:00 AM,10637,21,Portage Express,Saturday,Afternoon,24.3,0.3,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Morning,2.3,8.5,POINT (-97.1388667306942 49.8961855953002)
Fall 2020,09/06/2020 12:00:00 AM,12/12/2020 12:00:00 AM,10637,22,Assiniboia Express,Weekday,PM Peak,24.4,0.2,POINT (-97.1388667306942 49.8961855953002)
Spring 2021,04/18/2021 12:00:00 AM,06/19/2021 12:00:00 AM,10637,24,Ness Express,Weekday,Evening,0.9,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Mid-Day,10.9,20.1,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Mid-Day,46.0,30.4,POINT (-97.1388667306942 49.8961855953002)
Summer 2022,06/19/2022 12:00:00 AM,09/03/2022 12:00:00 AM,10637,24,Ness Express,Weekday,Evening,0.5,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2017,12/17/2017 12:00:00 AM,04/07/2018 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Afternoon,40.3,37.8,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Morning,14.2,62.3,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Night,0.3,2.3,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,21,Portage Express,Weekday,Mid-Day,84.4,0.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Night,7.5,1.7,POINT (-97.1388667306942 49.8961855953002)
Winter 2019,12/15/2019 12:00:00 AM,04/11/2020 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Night,1.1,2.4,POINT (-97.1388667306942 49.8961855953002)
Winter 2019,12/15/2019 12:00:00 AM,04/11/2020 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Evening,4.0,3.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2020 Special,05/03/2020 12:00:00 AM,08/01/2020 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Afternoon,20.7,9.2,POINT (-97.1388667306942 49.8961855953002)
Spring 2021,04/18/2021 12:00:00 AM,06/19/2021 12:00:00 AM,10637,25,Ness Super Express,Weekday,PM Peak,9.1,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2021,06/20/2021 12:00:00 AM,09/04/2021 12:00:00 AM,10637,41,Henderson Express,Weekday,Morning,0.4,15.4,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,22,Assiniboia Express,Weekday,Morning,5.6,0.1,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,21,Portage Express,Weekday,PM Peak,38.3,0.8,POINT (-97.1388667306942 49.8961855953002)
Summer 2022,06/19/2022 12:00:00 AM,09/03/2022 12:00:00 AM,10637,24,Ness Express,Saturday,Afternoon,24.8,0.8,POINT (-97.1388667306942 49.8961855953002)
Summer 2022,06/19/2022 12:00:00 AM,09/03/2022 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Evening,10.3,4.8,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Morning,18.9,10.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Evening,6.0,6.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,21,Portage Express,Weekday,PM Peak,45.0,0.9,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Night,0.0,4.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,24,Ness Express,Weekday,Mid-Day,45.8,0.7,POINT (-97.1388667306942 49.8961855953002)
Winter 2019,12/15/2019 12:00:00 AM,04/11/2020 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Night,6.7,0.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,2,Downtown Spirit,Weekday,Mid-Day,2.0,1.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2020 Special,05/03/2020 12:00:00 AM,08/01/2020 12:00:00 AM,10637,2,Downtown Spirit,Weekday,PM Peak,2.6,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Evening,3.0,4.5,POINT (-97.1388667306942 49.8961855953002)
Winter 2020,12/13/2020 12:00:00 AM,04/17/2021 12:00:00 AM,10637,21,Portage Express,Weekday,PM Peak,22.7,0.2,POINT (-97.1388667306942 49.8961855953002)
Spring 2021,04/18/2021 12:00:00 AM,06/19/2021 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,PM Peak,5.6,10.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2021,04/18/2021 12:00:00 AM,06/19/2021 12:00:00 AM,10637,21,Portage Express,Weekday,Mid-Day,48.9,0.8,POINT (-97.1388667306942 49.8961855953002)
Summer 2021,06/20/2021 12:00:00 AM,09/04/2021 12:00:00 AM,10637,21,Portage Express,Weekday,Morning,38.5,0.2,POINT (-97.1388667306942 49.8961855953002)
Summer 2021,06/20/2021 12:00:00 AM,09/04/2021 12:00:00 AM,10637,25,Ness Super Express,Weekday,PM Peak,9.7,0.1,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Morning,17.6,6.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2021,12/12/2021 12:00:00 AM,04/16/2022 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Night,6.3,1.8,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Morning,4.5,6.3,POINT (-97.1388667306942 49.8961855953002)
Winter 2017,12/17/2017 12:00:00 AM,04/07/2018 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Evening,0.5,1.2,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Night,2.5,4.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2018,09/02/2018 12:00:00 AM,12/15/2018 12:00:00 AM,10637,S432,St.John's High School,Weekday,PM Peak,0.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2018,09/02/2018 12:00:00 AM,12/15/2018 12:00:00 AM,10637,67,Charleswood Express,Weekday,PM Peak,34.8,0.2,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Night,0.5,1.5,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Morning,6.8,53.2,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Morning,6.0,37.9,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,2,Downtown Spirit,Saturday,Afternoon,0.8,0.8,POINT (-97.1388667306942 49.8961855953002)
Winter 2019,12/15/2019 12:00:00 AM,04/11/2020 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Morning,16.1,9.8,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,21,Portage Express,Weekday,Morning,11.8,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,41,Henderson Express,Weekday,Morning,0.0,6.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2020 Special,05/03/2020 12:00:00 AM,08/01/2020 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Evening,12.6,2.1,POINT (-97.1388667306942 49.8961855953002)
Summer 2021,06/20/2021 12:00:00 AM,09/04/2021 12:00:00 AM,10637,24,Ness Express,Weekday,Mid-Day,22.8,0.3,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,25,Ness Super Express,Weekday,Mid-Day,0.6,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2021,12/12/2021 12:00:00 AM,04/16/2022 12:00:00 AM,10637,21,Portage Express,Weekday,Morning,45.9,0.9,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Morning,1.0,4.5,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,25,Ness Super Express,Weekday,PM Peak,13.4,0.1,POINT (-97.1388667306942 49.8961855953002)
Winter 2017,12/17/2017 12:00:00 AM,04/07/2018 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Mid-Day,12.3,30.1,POINT (-97.1388667306942 49.8961855953002)
Spring 2018,04/08/2018 12:00:00 AM,06/16/2018 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Night,7.4,2.5,POINT (-97.1388667306942 49.8961855953002)
Spring 2018,04/08/2018 12:00:00 AM,06/16/2018 12:00:00 AM,10637,24,Ness Express,Weekday,Morning,23.0,0.5,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Night,2.2,2.8,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,24,Ness Express,Weekday,Mid-Day,31.6,0.7,POINT (-97.1388667306942 49.8961855953002)
Fall 2018,09/02/2018 12:00:00 AM,12/15/2018 12:00:00 AM,10637,41,Henderson Express,Weekday,Morning,3.3,73.4,POINT (-97.1388667306942 49.8961855953002)
Fall 2018,09/02/2018 12:00:00 AM,12/15/2018 12:00:00 AM,10637,21,Portage Express,Saturday,Afternoon,31.1,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Evening,9.7,5.1,POINT (-97.1388667306942 49.8961855953002)
Summer 2019,06/16/2019 12:00:00 AM,08/31/2019 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,PM Peak,13.0,19.1,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,40,All Seasons Express,Weekday,Morning,7.5,92.6,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Afternoon,30.5,7.5,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Afternoon,4.7,16.2,POINT (-97.1388667306942 49.8961855953002)
Spring 2021,04/18/2021 12:00:00 AM,06/19/2021 12:00:00 AM,10637,24,Ness Express,Saturday,Afternoon,10.7,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2021,06/20/2021 12:00:00 AM,09/04/2021 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Night,4.5,0.5,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Night,3.8,0.5,POINT (-97.1388667306942 49.8961855953002)
Winter 2021,12/12/2021 12:00:00 AM,04/16/2022 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Evening,11.3,8.1,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,22,Assiniboia Express,Weekday,Mid-Day,3.3,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Morning,5.6,17.2,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,21,Portage Express,Weekday,Mid-Day,75.0,1.2,POINT (-97.1388667306942 49.8961855953002)
Winter 2017,12/17/2017 12:00:00 AM,04/07/2018 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Morning,14.1,10.7,POINT (-97.1388667306942 49.8961855953002)
Winter 2017,12/17/2017 12:00:00 AM,04/07/2018 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Night,0.6,0.7,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,22,Assiniboia Express,Weekday,PM Peak,74.7,1.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Mid-Day,36.4,58.2,POINT (-97.1388667306942 49.8961855953002)
Fall 2018,09/02/2018 12:00:00 AM,12/15/2018 12:00:00 AM,10637,67,Charleswood Express,Weekday,Morning,12.4,0.1,POINT (-97.1388667306942 49.8961855953002)
Summer 2019,06/16/2019 12:00:00 AM,08/31/2019 12:00:00 AM,10637,41,Henderson Express,Weekday,Morning,3.0,71.2,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,67,Charleswood Express,Weekday,Morning,4.5,0.1,POINT (-97.1388667306942 49.8961855953002)
Fall 2020,09/06/2020 12:00:00 AM,12/12/2020 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Night,1.8,0.3,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,24,Ness Express,Saturday,Afternoon,23.0,0.5,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Morning,1.1,1.5,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,24,Ness Express,Weekday,PM Peak,14.5,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2021,12/12/2021 12:00:00 AM,04/16/2022 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Night,8.3,1.3,POINT (-97.1388667306942 49.8961855953002)
Winter 2021,12/12/2021 12:00:00 AM,04/16/2022 12:00:00 AM,10637,28,Brookside Express,Weekday,Morning,32.4,0.1,POINT (-97.1388667306942 49.8961855953002)
